2026-06-05 15:42:42.084 | INFO     | nure.image_sources:collect_amazon_images:178 - Amazon 'Aashirvaad Atta with Millets': 2 URLs
2026-06-05 16:05:16.503 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat Original Basmati Rice 1': 0 URLs
2026-06-05 16:05:16.643 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/02150e14-aa6e-4899-9a7e-36f780fce8b9.png
2026-06-05 16:05:17.021 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de1fec9e-2ba7-4cc2-9845-4bea6baa4a5f.png
2026-06-05 16:05:17.337 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/381e1978-2bbf-4aa4-9251-9111fad05e9b.png
2026-06-05 16:05:17.582 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a0355363-4e9f-4b2c-9fac-23da9439b74e.png
2026-06-05 16:05:17.875 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7a372431-cdbf-4d89-9399-20e9cc8a16e6.png
2026-06-05 16:05:18.344 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/87004ea2-71d5-46ff-b212-f4ae65a5c934.png
2026-06-05 16:05:18.663 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 38d578ddb5ef | File: 38d578ddb5ef_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1780033780141-284.png
2026-06-05 16:05:19.325 | DEBUG    | nure.image_sources:_get:46 - GET failed: HTTPSConnectionPool(host='world.openfoodfacts.org', port=443): Max retries exceeded with url: /api/v2/product/8901537006027.json?fields=images%2Cimage_front_url%2Cimage_front_small_url%2Cimage_ingredients_url%2Cimage_nutrition_url%2Cimage_packaging_url (Caused by SSLError(SSLCertVerificationError(1, "[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'world.openfoodfacts.org'. (_ssl.c:1007)")))
2026-06-05 16:05:21.344 | INFO     | nure.image_sources:collect_amazon_images:178 - Amazon 'Daawat Rozana Gold  basmati rice 5kg': 4 URLs
2026-06-05 16:05:59.824 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_000.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/31Ip4aURUpL.png
2026-06-05 16:06:00.461 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_001.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/713phGwVB-L.jpg
2026-06-05 16:06:01.311 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_002.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/81ycZ7pJ9eL.jpg
2026-06-05 16:06:02.040 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_003.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/81a4jn0f9gL.jpg
2026-06-05 16:06:02.203 | INFO     | __main__:download_product_images:223 - Product 4edf9079ce82 has 4 images (min 10). Using Playwright fallback.
2026-06-05 16:06:05.431 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Daawat Rozana Gold  basmati ri': 15 URLs
2026-06-05 16:06:08.801 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Daawat Rozana Gold  basmati ri
2026-06-05 16:06:08.801 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Daawat Rozana Gold  basmati ri': 0 URLs
2026-06-05 16:06:11.283 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Daawat Rozana Gold  basmati ri': 1 URLs
2026-06-05 16:06:13.810 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat Rozana Gold  basmati ri': 0 URLs
2026-06-05 16:06:13.924 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a715b94b-0131-40ee-8355-d0608dd8850c.png
2026-06-05 16:06:14.283 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a36272bb-1bfd-49c7-94e2-cc784b9a11c2.png
2026-06-05 16:06:14.677 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/b3ce2699-f16f-48bc-816e-c28a76ee472d.png
2026-06-05 16:06:14.998 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/875ffd87-6efe-4b2d-9619-63f596ea7837.png
2026-06-05 16:06:15.229 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/541a9151-720d-4193-b373-f98990e242c2.png
2026-06-05 16:06:15.466 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_009.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6acc5213-bb40-4404-9c70-2fb0737d2c70.png?bg_token=Colour%2Fsurface%2F00FFFFFF
2026-06-05 16:06:15.692 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_010.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de1fec9e-2ba7-4cc2-9845-4bea6baa4a5f.png
2026-06-05 16:06:15.921 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_011.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6983bf44-3800-4b29-87a2-4ac862af5bf9.png
2026-06-05 16:06:16.163 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_012.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/2e68e5e5-f3c1-4ac2-8c4d-3a70c4bfb76e.png
2026-06-05 16:06:16.443 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 4edf9079ce82 | File: 4edf9079ce82_013.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1773492424994-158.png
2026-06-05 16:06:17.053 | DEBUG    | nure.image_sources:_get:46 - GET failed: HTTPSConnectionPool(host='world.openfoodfacts.org', port=443): Max retries exceeded with url: /api/v2/product/8901537025134.json?fields=images%2Cimage_front_url%2Cimage_front_small_url%2Cimage_ingredients_url%2Cimage_nutrition_url%2Cimage_packaging_url (Caused by SSLError(SSLCertVerificationError(1, "[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'world.openfoodfacts.org'. (_ssl.c:1007)")))
2026-06-05 16:06:18.847 | INFO     | nure.image_sources:collect_amazon_images:178 - Amazon 'Daawat Daawat Indian Basmati Rice White ': 3 URLs
2026-06-05 16:06:56.948 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_000.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/31Ip4aURUpL.png
2026-06-05 16:06:57.789 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_001.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/81vNCH4Lr8L.jpg
2026-06-05 16:06:58.463 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_002.jpg | Source: amazon | URL: https://m.media-amazon.com/images/I/81a4jn0f9gL.jpg
2026-06-05 16:06:58.623 | INFO     | __main__:download_product_images:223 - Product cb9d761811e6 has 3 images (min 10). Using Playwright fallback.
2026-06-05 16:07:02.016 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Daawat Daawat Indian Basmati R': 15 URLs
2026-06-05 16:07:05.570 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Daawat Daawat Indian Basmati R
2026-06-05 16:07:05.571 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Daawat Daawat Indian Basmati R': 0 URLs
2026-06-05 16:07:07.942 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Daawat Daawat Indian Basmati R': 1 URLs
2026-06-05 16:07:10.500 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat Daawat Indian Basmati R': 0 URLs
2026-06-05 16:07:10.632 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/381e1978-2bbf-4aa4-9251-9111fad05e9b.png
2026-06-05 16:07:10.928 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6acc5213-bb40-4404-9c70-2fb0737d2c70.png?bg_token=Colour%2Fsurface%2F00FFFFFF
2026-06-05 16:07:11.247 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de1fec9e-2ba7-4cc2-9845-4bea6baa4a5f.png
2026-06-05 16:07:11.863 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7a372431-cdbf-4d89-9399-20e9cc8a16e6.png
2026-06-05 16:07:12.088 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a0355363-4e9f-4b2c-9fac-23da9439b74e.png
2026-06-05 16:07:12.327 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/2e68e5e5-f3c1-4ac2-8c4d-3a70c4bfb76e.png
2026-06-05 16:07:12.629 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: cb9d761811e6 | File: cb9d761811e6_009.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776915617603-116.png
2026-06-05 16:08:09.427 | INFO     | __main__:download_product_images:223 - Product 77c165151aff has 0 images (min 10). Using Playwright fallback.
2026-06-05 16:08:12.815 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Daawat daawat super basmati ri': 15 URLs
2026-06-05 16:08:16.214 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Daawat daawat super basmati ri
2026-06-05 16:08:16.214 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Daawat daawat super basmati ri': 0 URLs
2026-06-05 16:08:18.844 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Daawat daawat super basmati ri': 1 URLs
2026-06-05 16:08:21.195 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat daawat super basmati ri': 0 URLs
2026-06-05 16:08:21.299 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6acc5213-bb40-4404-9c70-2fb0737d2c70.png?bg_token=Colour%2Fsurface%2F00FFFFFF
2026-06-05 16:08:21.573 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7a372431-cdbf-4d89-9399-20e9cc8a16e6.png
2026-06-05 16:08:21.808 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1dac26d6-73fe-4e94-a91f-c85bac0bad3a.png
2026-06-05 16:08:22.198 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a0355363-4e9f-4b2c-9fac-23da9439b74e.png
2026-06-05 16:08:22.423 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776915617603-61.png
2026-06-05 16:08:22.647 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776915617603-4.png
2026-06-05 16:08:22.873 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 77c165151aff | File: 77c165151aff_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de1fec9e-2ba7-4cc2-9845-4bea6baa4a5f.png
2026-06-05 16:09:35.475 | INFO     | __main__:download_product_images:223 - Product a6a274ae4d36 has 0 images (min 10). Using Playwright fallback.
2026-06-05 16:09:38.585 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Daawat Extra Long Basmati Rice': 15 URLs
2026-06-05 16:09:41.914 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Daawat Extra Long Basmati Rice
2026-06-05 16:09:41.914 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Daawat Extra Long Basmati Rice': 0 URLs
2026-06-05 16:09:44.564 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Daawat Extra Long Basmati Rice': 1 URLs
2026-06-05 16:09:46.943 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat Extra Long Basmati Rice': 0 URLs
2026-06-05 16:09:47.048 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a0355363-4e9f-4b2c-9fac-23da9439b74e.png
2026-06-05 16:09:47.336 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/51485cb9-410b-486d-920c-c83ff2733ac9.png
2026-06-05 16:09:47.616 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7a372431-cdbf-4d89-9399-20e9cc8a16e6.png
2026-06-05 16:09:47.857 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776915617603-61.png
2026-06-05 16:09:48.083 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de1fec9e-2ba7-4cc2-9845-4bea6baa4a5f.png
2026-06-05 16:09:48.365 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776915617603-4.png
2026-06-05 16:09:48.584 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/429e0751-1bd6-4de6-b04b-dac0f4f24f75.png
2026-06-05 16:09:48.817 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_007.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1dac26d6-73fe-4e94-a91f-c85bac0bad3a.png
2026-06-05 16:09:49.127 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_008.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/ed965fa7-fb60-4641-b4b0-90b04b78c293.png
2026-06-05 16:09:49.449 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: a6a274ae4d36 | File: a6a274ae4d36_009.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1777533515258-113.png
2026-06-05 16:11:37.477 | INFO     | __main__:download_product_images:223 - Product 6ea6d24c1c05 has 0 images (min 10). Using Playwright fallback.
2026-06-05 16:11:40.615 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Daawat Basmati Rice': 15 URLs
2026-06-05 16:11:43.899 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Daawat Basmati Rice
2026-06-05 16:11:43.900 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Daawat Basmati Rice': 0 URLs
2026-06-05 16:11:46.436 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Daawat Basmati Rice': 1 URLs
2026-06-05 16:11:48.676 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat Basmati Rice 1 kg': 0 URLs
2026-06-05 16:11:48.945 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/87004ea2-71d5-46ff-b212-f4ae65a5c934.png
2026-06-05 16:11:49.273 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/381e1978-2bbf-4aa4-9251-9111fad05e9b.png
2026-06-05 16:11:49.497 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/51485cb9-410b-486d-920c-c83ff2733ac9.png
2026-06-05 16:11:49.783 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a56f8c6f-39d8-44b9-9382-4e8a6574086a.png
2026-06-05 16:11:50.070 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/de1fec9e-2ba7-4cc2-9845-4bea6baa4a5f.png
2026-06-05 16:11:50.290 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_005.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/a0355363-4e9f-4b2c-9fac-23da9439b74e.png
2026-06-05 16:11:50.514 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 6ea6d24c1c05 | File: 6ea6d24c1c05_006.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1779094500636-1995.png
2026-06-05 16:12:47.266 | INFO     | __main__:download_product_images:223 - Product 48fb7568c520 has 0 images (min 10). Using Playwright fallback.
2026-06-05 16:12:50.573 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright blinkit 'Daawat Super Basmati Rice': 15 URLs
2026-06-05 16:12:53.875 | DEBUG    | nure.playwright_sources:collect_playwright_images:95 - Playwright timeout for bigbasket on Daawat Super Basmati Rice
2026-06-05 16:12:53.875 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright bigbasket 'Daawat Super Basmati Rice': 0 URLs
2026-06-05 16:12:56.500 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright jiomart 'Daawat Super Basmati Rice': 1 URLs
2026-06-05 16:12:58.930 | INFO     | nure.playwright_sources:collect_playwright_images:99 - Playwright flipkart 'Daawat Super Basmati Rice': 0 URLs
2026-06-05 16:12:59.102 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 48fb7568c520 | File: 48fb7568c520_000.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1779094500636-1995.png
2026-06-05 16:12:59.473 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 48fb7568c520 | File: 48fb7568c520_001.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/6acc5213-bb40-4404-9c70-2fb0737d2c70.png?bg_token=Colour%2Fsurface%2F00FFFFFF
2026-06-05 16:12:59.709 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 48fb7568c520 | File: 48fb7568c520_002.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/7a372431-cdbf-4d89-9399-20e9cc8a16e6.png
2026-06-05 16:12:59.960 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 48fb7568c520 | File: 48fb7568c520_003.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/1dac26d6-73fe-4e94-a91f-c85bac0bad3a.png
2026-06-05 16:13:00.334 | INFO     | __main__:process_urls_for_product:190 - Verified Source Attribution | Product: 48fb7568c520 | File: 48fb7568c520_004.jpg | Source: blinkit | URL: https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/rc-upload-1776915617603-61.png
